CellID,DNA1,ECAD,CD45,CD4,CD3D,CD8A,CD45R,KI67,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
7649,37400.81,522.65,852.39,650.61,550.16,389.16,373.55,418.71,534.2258065,1820.806452,31,8.020127734,4.958320206,0.785993651,0.939393939,0.645833333,-0.364538983
7650,22176.25,1200.48,280.24,677.3,722.85,370.22,428.48,2292.98,1556.959799,1827.874372,199,20.46965002,13.4922824,0.752023795,0.884444444,0.476076555,0.675223713
7651,11738.4,376.4,404.8,659.91,325.23,294.86,314.77,1474.17,1746.971429,1820,35,7.855580219,5.736320217,0.683209577,0.897435897,0.714285714,-1.206006566
7652,16032.22,943.61,664.87,656.34,1211.24,938.97,394.55,1907.07,2072.394737,1822.486842,76,10.84834239,9.582151241,0.468841108,0.915662651,0.690909091,-1.241453398
7653,17239.33,471.2,292.37,534.54,437.57,310.56,419.99,1565.79,2227.087719,1824.274854,171,19.31740467,12.51374314,0.761813601,0.876923077,0.628676471,0.798707223
7654,26992.46,472.65,1014.17,615.39,510.39,347.63,347.43,451.56,561.7037037,1822.518519,54,10.33515031,6.975916138,0.737845197,0.870967742,0.6,0.882245471
7655,24749.78,465.89,929.89,577.33,408.63,332.7,318.7,376.48,655.2962963,1820.259259,27,7.508606214,4.597904194,0.790585846,1,0.642857143,-0.890814327
7656,34151.36,503,965.47,945.47,837.44,305.29,365.84,537.47,897.7777778,1820.244444,45,9.958483668,5.938030648,0.802777577,0.918367347,0.833333333,-1.438201606
7657,21137.94,773.46,294.96,639.53,657.24,323.46,410.35,682.46,958.7721519,1821.126582,79,14.19818998,7.654424788,0.842233624,0.858695652,0.626984127,1.422349585
7658,15329.53,408.37,304.13,552.44,392,294.31,326.57,907.51,1115.808824,1823.264706,68,11.88395403,7.538598016,0.773045161,0.894736842,0.618181818,0.914052717
7659,12512.67,401.55,385.99,494.88,416.9,285.16,339.48,1321.51,1738.347826,1823.884058,69,9.948926389,9.581001581,0.269434769,0.907894737,0.570247934,-0.24228253
7660,20716.29,1347.47,291.85,763.63,748.06,367.07,440.96,1748.97,1884.319328,1824.042017,119,14.74357694,10.40971312,0.708161267,0.915384615,0.704142012,-0.997071818
7661,31532.1,447.52,331.02,598.88,375.13,298.13,351.38,1377.08,2285.596154,1822.365385,52,9.674250172,7.06901788,0.682693908,0.928571429,0.577777778,-0.680448381
7662,32710.17,452.27,2525.9,2318.62,2009.33,357.21,395.96,1578.27,2449.634615,1822.019231,52,9.560513218,6.92770068,0.68915287,0.962962963,0.825396825,0.02386287
7663,26254.49,430.56,398.13,556.11,468.53,312.51,339,1364.51,2471.933333,1822.066667,45,9.776230756,5.986538694,0.790581739,0.9,0.714285714,0.615487725
7664,14184.83,1971.26,1154.81,840.56,2046.32,2869,401.94,775.03,350.3,1825.7,100,15.07761142,9.356582388,0.784157926,0.847457627,0.510204082,0.696802287
7665,21686.63,787.87,333.39,670.39,604.87,328.16,402.45,565.95,457.9736842,1822.078947,38,7.981307338,6.567746818,0.56819911,0.863636364,0.527777778,-1.490170605
7666,14788.42,997.36,298.03,701.36,733.42,360.51,399.44,1028.44,1142.569444,1823.972222,72,12.32119933,7.578382037,0.788473649,0.96,0.595041322,-0.7260519
7667,21952.46,430.98,266.58,516.88,389.13,277.52,346.65,1516.43,1766.378182,1833.12,275,31.9505557,11.76758148,0.929704624,0.862068966,0.48245614,0.467878527
7668,29628.56,812.98,306.98,680.91,727.33,360.64,422.76,1625.82,2157.4,1822.844444,45,9.449494395,6.465627551,0.72926628,0.9,0.625,-0.894407797
7669,17789.08,424.12,817.75,1067.56,739.27,313.18,335.73,1542.96,2442.178082,1823.60274,73,12.26657218,7.9952111,0.758400756,0.890243902,0.73,0.524529895
7670,19237.68,880.96,277.79,645.6,606.48,309.13,402.05,1332.74,2495.547619,1824.77381,84,12.56602049,8.646621493,0.725620187,0.933333333,0.646153846,0.026140298
7671,19318.07,1343.2,359.47,875.43,1018.62,365.05,399.15,853.52,441.137931,1828.2,145,19.93666243,9.732221018,0.872755841,0.873493976,0.537037037,-0.73539001
7672,27896.47,468.89,606.42,691.13,512.15,334.94,387.91,413.66,541.6981132,1823.584906,53,11.44280296,6.125886276,0.844631333,0.868852459,0.588888889,0.950457847
7673,20108.94,530.23,734.08,826.66,988.23,333.26,424.79,723.97,1067.761905,1829.742857,105,20.59175391,7.117745532,0.938359829,0.813953488,0.583333333,0.015336667
7674,15007.11,684.3,287.32,625.49,572.72,375.42,392.34,1119.96,1253.603774,1824.188679,53,9.110856235,8.071930253,0.463745712,0.85483871,0.6625,-0.120167726
7675,21221.53,895.5,275.59,658.79,665.19,364.22,456.76,1562.41,1776.172414,1824.913793,58,12.6396929,5.935473024,0.882884624,0.920634921,0.604166667,0.375019654
7676,31420.41,495.84,455.65,586.82,483.25,329.25,390.16,1405.63,2252.039216,1822.607843,51,9.89439448,6.58042813,0.746784335,0.927272727,0.728571429,1.543290818
7677,28578.23,409.68,519.38,533.85,408.09,330.61,342.77,620.56,930.2121212,1825.015152,66,10.71250035,7.948924665,0.670374111,0.904109589,0.733333333,-1.465610303
7678,35546.16,489.5,422.98,581.34,425.24,302.03,345.78,750.9,941.6896552,1824,58,11.70186627,6.767655817,0.815795927,0.865671642,0.753246753,1.460941056
7679,16434.51,1275.29,311.86,718.95,836.18,356.65,406.83,710.42,985.1382488,1828.981567,217,30.28492047,9.610185723,0.94831659,0.864541833,0.467672414,1.239528077
7680,15882.05,1278.4,307.79,704.27,858.57,348.61,394.79,749.81,1031.88785,1826.53271,107,13.67795628,10.14400118,0.670807678,0.930434783,0.636904762,0.912904157
7681,13547.33,409.95,271.4,504.27,402.62,302.08,381.92,1467.4,1474.75641,1827.474359,78,15.11651674,6.653917377,0.897911856,0.886363636,0.557142857,-0.427722131
7682,16413.07,533.96,282.89,494.6,448.56,277.95,305.64,1609.71,1709.8,1824.290909,55,11.10700931,6.824043335,0.789001936,0.833333333,0.714285714,1.404084061
7683,23979.81,841.17,820.02,656.32,1426.13,1023.32,418.23,1854.37,2061.507937,1826.97619,126,16.74322987,10.25872688,0.790308634,0.881118881,0.56,0.822623754
7684,16476.97,495.25,587.37,589.63,492,337.99,372.07,1483.12,2185.865672,1825.402985,67,10.21426666,8.422051601,0.565806495,0.930555556,0.67,-0.966931767
7685,13488.74,399.55,566.55,546.74,377.48,308.02,348.95,1409.83,2400.428571,1825.142857,42,10.41903364,5.53666166,0.847121802,0.857142857,0.518518519,-0.694784086
7686,10822.04,752.42,1939.65,1931.27,2399.73,272.65,313.58,473.46,332.8846154,1824.923077,26,6.657967324,5.112045537,0.640679117,0.928571429,0.742857143,-0.554156092
7687,36015.21,523.4,1285.79,980.21,1289.64,543.21,350.98,442.07,516.8809524,1825.404762,42,7.964183437,6.983647233,0.480706115,0.893617021,0.65625,0.71086139
7688,27490.79,694.26,2003.74,2003.37,2458,363.47,369.51,649.71,898.7352941,1826.691176,68,12.133843,7.639246653,0.776934208,0.860759494,0.566666667,-1.335707725
7689,19791.33,911.02,287.42,649.84,679.66,345.47,422.71,1233.59,1310.446154,1831.853846,260,18.97008716,18.12588281,0.294997159,0.928571429,0.589569161,-1.433394749
7690,23018.44,879.34,286.17,661.67,683.17,327.23,401.11,3401.39,1448.315789,1828.413534,133,17.1590221,10.12122702,0.807513778,0.93006993,0.633333333,0.799962549
7691,31618.29,964.66,327.59,692.17,581.59,316.73,420.12,575.59,451.7560976,1826,41,7.231367984,7.165254254,0.134913582,1,0.836734694,0
7692,25891.07,500.94,1456.69,872.72,987.54,326.59,357.7,450.85,638.8703704,1828.675926,108,12.21001123,11.82290976,0.249804136,0.885245902,0.692307692,0.275962727
7693,29751.77,570.12,733.56,728,538.81,448.17,447.94,364.5,663.3461538,1826.653846,52,8.638704702,7.625866912,0.469832045,0.962962963,0.8125,-0.785398163
7694,14592.5,1092.77,352.83,757.93,840.35,424.77,377.83,670.48,783.8166667,1827.533333,60,11.22004703,7.515871372,0.74248657,0.845070423,0.495867769,0.913696581
7695,24547,490.02,1764.07,1132.84,3088.97,299.48,381.76,1531.72,2169.724138,1827.206897,58,10.4636058,7.394553544,0.707520648,0.878787879,0.644444444,-0.938973487
7696,22507.9,912.29,281.28,655.41,678.64,365.52,391.88,1412.42,2352.231884,1827.101449,69,10.53028725,8.428794547,0.599421581,0.92,0.696969697,-1.419363956
7697,20296.56,421.81,275.3,478.93,346.47,264.47,325.21,1276.67,1719.209302,1827.302326,43,9.143919705,6.205197069,0.734494572,0.914893617,0.597222222,-0.910632675
7698,17778.83,913.72,279.87,665.17,670.05,352.77,416.88,1818.68,1995.012048,1831.439759,166,14.75788038,14.65835844,0.115938849,0.927374302,0.737777778,-1.33573503
7699,23388.37,1007.16,271.97,711.94,717.03,356.53,412.37,1367.41,2338.37931,1828.637931,116,15.50433161,10.23393464,0.751204637,0.828571429,0.659090909,-1.532048689
7700,20809.74,859.26,283.34,648.12,600.77,332.52,405.9,1291.61,2505.454545,1828.662338,77,12.13677449,8.61800237,0.704127527,0.819148936,0.592307692,1.265285013
7701,22632.32,1216.02,281.98,685.37,785.17,337.66,394.95,1347.29,2632.731707,1826.95122,41,8.444836932,6.346294115,0.659733203,0.911111111,0.640625,0.723296735
7702,32301.76,574.18,1040.02,1104.4,2575.3,316.02,317.34,651.44,1086.58,1828.36,50,8.740590413,7.439494555,0.524933485,0.909090909,0.694444444,-0.636204576
7703,22396.14,851.28,284.57,707,723.05,353.61,413.62,1885.73,1146.418919,1830.72973,74,14.00561108,6.855754385,0.872002986,0.948717949,0.560606061,-0.640913757
7704,20344.57,876.84,277.87,623.01,588.54,304.29,363.3,1300.82,2547.881188,1829.564356,101,14.6719039,9.423350959,0.766476916,0.901785714,0.561111111,-1.043291361
7705,30285.26,517.87,1711.58,729.8,1006.99,354.61,370.75,465.84,625.3490566,1829.773585,106,18.95006889,8.454803997,0.894952128,0.803030303,0.619883041,1.531196987
7706,13604.64,1200.14,475.38,752.19,1133.82,922.76,378.86,499.91,705.8655462,1836.327731,119,20.43760362,7.825456345,0.923791868,0.868613139,0.472222222,0.479567253
7707,17759.73,1553.74,312.67,818.64,1172.04,383.06,420.69,689.23,1004.631068,1831.291262,103,13.62775488,10.1384427,0.668229203,0.903508772,0.624242424,1.169210721
7708,19903.6,405.5,313.94,529.03,381.85,330.45,325.27,981.65,1281.096774,1831.306452,62,11.42566609,6.904540306,0.796756187,0.953846154,0.805194805,-0.25662017
7709,25230.62,867.41,273.78,667.87,643.09,345.27,428.91,4362.66,1642.77551,1830.653061,98,13.86768917,9.401253826,0.73513103,0.899082569,0.636363636,-1.272855928
7710,24356.64,877.21,331.16,722.64,711.14,452.24,436.5,1648.5,2159.155556,1833.007407,135,15.68648629,11.23246775,0.69803858,0.918367347,0.703125,-0.248484739
7711,14485.75,384.6,1037.5,936.53,1087.56,508.89,312.58,1622.44,2201.972222,1831.472222,72,13.35483274,7.383267579,0.833278392,0.808988764,0.5,-0.753075632
7712,13820.32,450.99,1476.69,535.41,1663.44,2205.87,386.83,1382.61,2249.53,1831.77,100,14.95136029,9.010883718,0.797983074,0.869565217,0.549450549,0.871928823
7713,14849.45,386.72,369.56,511.9,386.91,373.19,331.79,1313.08,2473.640351,1831.77193,114,16.10380208,9.150445611,0.822879117,0.870229008,0.59375,1.120005545
7714,20219.58,783.03,269.76,629.75,604.43,310.09,406.59,1281.93,2516.909091,1832.102273,88,12.39320906,9.8220374,0.609827954,0.838095238,0.564102564,1.014908705
7715,19998.07,606.97,2405.2,1543.95,2685.54,340.57,334.56,466.66,502.2131148,1831.245902,61,11.6568912,6.899496147,0.806025126,0.897058824,0.616161616,1.034651696
7716,39077.54,647.17,1662.63,1306.85,3822.93,376.83,359.63,455.41,523.1463415,1830.536585,41,8.937915314,5.880380016,0.753093029,0.931818182,0.640625,-0.911301281
7717,33722.57,533.83,2229.42,1332.43,2465.77,679.55,388.58,433.17,564.0754717,1829.754717,53,11.66840521,5.981278814,0.858624754,0.868852459,0.688311688,1.470941142
7718,41190.38,857.05,3984.1,1338.6,3634.75,7595.6,391.1,525.85,843.625,1830.35,40,7.909996652,7.212624555,0.410553275,0.869565217,0.555555556,-0.225674835
7719,22782.62,470.54,1072.92,894.92,793.83,341.98,362.32,676.35,890.4461538,1831.661538,65,10.18252447,8.469310082,0.555151057,0.942028986,0.656565657,-1.476375125
7720,19383.71,778.12,462.35,652.74,792.18,882.87,396.64,1081.63,1234.761745,1837.040268,298,24.81776077,17.02436847,0.727624918,0.884272997,0.616977226,-0.692207946
7721,19999.49,1065.82,337.62,702.7,776.53,366.36,418.95,1880.62,1858.551351,1835.87027,185,18.0035178,13.54371252,0.658841875,0.906862745,0.685185185,-0.041705827
7722,21075.08,1117.97,288.42,725.25,763.67,357.83,437.02,2302.27,1887.386364,1833.772727,88,14.78244,7.913799845,0.844629437,0.88,0.533333333,-0.655296741
7723,22129.03,434.24,677.1,524.38,507.1,332.48,352.07,1402.97,2462.689655,1829.37931,29,7.791860434,4.755657765,0.792142165,0.935483871,0.69047619,0.912611192
7724,21836.25,887.02,270.53,624.04,604.96,322.4,380.38,1297.71,2628.051471,1834.058824,136,16.57688065,10.75080766,0.761178649,0.925170068,0.604444444,0.792458966
7725,36633,553.8,1352.9,915.1,973.15,353.8,369.95,434.22,547.4146341,1831.170732,41,7.761981192,6.709867375,0.502713769,0.931818182,0.732142857,1.464987697
7726,21915.85,1062.45,338.25,757.16,820.98,420.69,411.62,617.95,777.2991453,1836.735043,117,19.10417205,8.770405387,0.888393252,0.8125,0.439849624,-0.516697805
7727,16379.78,1240.09,291.22,710.89,905.05,326.74,371.18,686.66,1022.421053,1832.039474,76,12.50956351,8.079659886,0.763440096,0.938271605,0.542857143,-1.360962575
7728,18206.86,533.43,1391.27,612.73,3378.49,5225.38,360.43,1204.29,1514.058824,1832.911765,102,17.84274561,7.784198936,0.899817321,0.902654867,0.566666667,-0.911933301
7729,24517.36,982.38,277.97,692.36,693.39,350.36,429.07,3405.53,1633.311111,1837.548148,135,17.2737357,10.77045455,0.781810406,0.859872611,0.546558704,0.114712378
7730,19955.91,1136.05,294.18,729.27,766.75,367.55,414.29,1710.57,1980.529167,1837.225,240,18.82671967,16.79874049,0.451478768,0.895522388,0.601503759,-0.231049194
7731,22608.39,807.8,272.52,630.45,627.83,313.27,378.86,1334.33,2326.984848,1832.848485,66,10.9466851,7.987434057,0.683802733,0.929577465,0.6,-0.743163375
7732,36484.92,516.73,523.06,724.04,499.22,375.2,383.02,1484.65,2428.44898,1831.857143,49,9.662042874,6.52086233,0.737913973,0.924528302,0.680555556,0.325290086
7733,19690.89,933.74,273.08,608.11,651.03,321.39,362.41,1286.42,2615.817204,1834.322581,93,13.65515632,8.74387927,0.768095465,0.939393939,0.596153846,0.658593672
7734,20329.64,1041.2,269.98,659.73,664,362.08,414.16,1298.83,2640.175573,1834.946565,131,15.74264487,11.3593493,0.692346185,0.84516129,0.71978022,-0.18379822
7735,13142.85,1935.47,357.53,998.25,1551.95,437.67,396.17,874.78,361.8828829,1834.432432,111,18.70920524,7.83944605,0.907979104,0.874015748,0.531100478,1.328891442
7736,43577.27,527.08,1639.88,1445.01,2452.69,403.66,358.53,563.33,828.8640777,1836.203883,103,16.53815327,8.39872022,0.861451965,0.88034188,0.572222222,-0.460462939
7737,40709.74,876.57,2253.19,2154.55,3615.67,662.98,364.69,517.38,849.8571429,1832.261905,42,8.796914049,6.051350128,0.725810545,0.933333333,0.75,-0.588926801
7738,25109.98,858.26,293.98,714.33,734.28,358.66,411.28,5349.98,1152.743902,1834.317073,82,14.04949265,7.647901676,0.838855411,0.911111111,0.525641026,-0.657482279
7739,22232,983.03,271.47,675.31,721.8,327.95,416.69,1556.39,1784.773723,1837.985401,137,20.0534206,9.300405547,0.885949613,0.867088608,0.480701754,0.563596235
7740,10234.93,349.36,328.43,444.86,331.24,276.4,320.93,1425.12,2414.02381,1831.97619,42,7.798702105,6.881321172,0.470560962,0.933333333,0.75,-0.37221484
7741,26145.67,941.13,354.92,662.73,632.63,323.99,419.19,1266.37,2536.805556,1835.875,144,15.81664486,11.96666325,0.653893382,0.917197452,0.738461538,0.214819388
7742,9238.46,1402.41,270.69,638.56,589.31,394.67,396.82,1270.38,2722.564103,1831.794872,39,8.104407719,6.400328382,0.613449108,0.866666667,0.696428571,1.478775946
7743,28122.44,508.38,2071.93,1210.55,3202.33,311.31,328.08,441.87,468.5,1836.255102,98,16.3236766,7.969740123,0.872713918,0.882882883,0.636363636,-0.522389686
7744,22080.86,437.29,321.39,563.57,437.22,291.55,355,1245.51,1699.45098,1832.941176,51,8.590364403,7.643661089,0.456360948,0.944444444,0.708333333,1.460636987
7745,16120.31,414.53,274.36,538.64,431.17,291.42,577.22,1622.31,2014.611111,1833.138889,36,7.345005687,6.163534949,0.543905644,1,0.857142857,-0.297219451
7746,19826.04,433.28,330.3,544.63,405.73,335.17,360.29,1540.51,2185.861386,1835.871287,101,13.142052,10.10935828,0.638963051,0.901785714,0.701388889,-0.826706476
7747,23413.22,961.71,312.35,666.01,728.88,341.18,389.94,1282.98,2526.557692,1837.586538,104,17.59498664,7.751743153,0.897720495,0.904347826,0.611764706,-0.288270258
7748,18465.9,1638.97,659.93,991.86,1419.3,1583.65,413.53,1119.52,426.6,1837.975,160,20.55340476,10.8529974,0.849220179,0.860215054,0.533333333,-1.110969472
7749,25251.37,589.08,1942.12,1407.32,1693.42,474.45,380.59,439.89,526.5342466,1836.643836,73,11.46455774,9.020244817,0.617215732,0.811111111,0.553030303,-1.446474543
7750,29163.32,833.16,2952.3,2014.97,2788.3,604.35,353.24,417.86,558.3243243,1834.567568,37,7.978222581,6.238290029,0.623385355,0.925,0.587301587,-1.432490214
7751,34815.88,570.23,1409.25,609.97,616.05,601.38,349.98,404.53,598.5166667,1836.316667,60,12.44895552,6.788319694,0.838245965,0.909090909,0.5,0.568014138
7752,22093.85,919.51,304.65,730.02,746.46,365.82,399.29,3819.5,1163.907534,1841.068493,292,21.28738392,18.47485745,0.49677696,0.874251497,0.604554865,1.458710508
7753,26176.11,1098.39,286.3,708.47,723.48,378,458.23,1592.26,1566.315217,1837.5,92,13.24492694,9.157056492,0.722507285,0.92,0.597402597,-0.239832537
7754,11651.1,453.87,269.5,492.82,341.37,290.5,305.26,1587.55,1868.693548,1836.854839,62,12.17142593,6.561165955,0.842265416,0.939393939,0.681318681,-0.22551812
7755,12885.36,529.34,712.28,576.9,992.3,1305.4,457.28,1442.44,2242.24,1835.44,50,9.058686893,7.568420692,0.549509279,0.909090909,0.555555556,0.329706072
7756,10691.2,432.73,366.63,466.07,401.7,276.53,324.47,700.57,1047.1,1834.033333,30,7.780770095,4.852680251,0.781682888,0.967741935,0.857142857,-1.206317751
7757,20572.72,751.11,1840.56,609.86,4261.08,1013.33,400.02,2011.41,2055.505882,1835.141176,85,14.22462384,7.816990226,0.835467849,0.885416667,0.674603175,1.338741119
7758,42870.86,828.23,2439.77,967.14,1932.74,5460.05,443.47,560.58,841.0465116,1837.44186,43,8.422754306,6.678055128,0.609405345,0.895833333,0.682539683,-0.171158473
7759,10563.13,688.48,277.34,525.68,540.64,302.14,315.3,666.95,1014.672727,1838.609091,110,15.97232671,9.591602009,0.79961442,0.916666667,0.625,1.290707407
7760,21493.98,830.3,271.63,649.39,616.12,348.44,418.13,1919.53,1445.814815,1840.82963,135,15.96399664,11.08705924,0.719488859,0.906040268,0.610859729,0.336287549
7761,17706.01,494.89,589.68,607.76,598.33,682.76,392.7,1427.18,2451.5,1838.118421,76,13.51127751,7.72963901,0.820192283,0.873563218,0.531468531,-0.981593031
7762,27154.84,783.86,332.48,610.69,619.79,418.88,382.63,1242.11,2550.6125,1839.8625,80,14.68772952,7.318852475,0.867006365,0.869565217,0.555555556,-0.16225494
7763,18788.09,1556.17,292.04,771.68,858.72,408.9,410.64,1350.51,2730.927536,1836.478261,69,12.45326107,7.351333395,0.807173756,0.8625,0.71875,-1.500318166
7764,38536.64,543.86,513.42,719.86,590.42,358.14,400.44,414.22,573.75,1836.611111,36,7.956096085,5.768949818,0.688645632,0.947368421,0.75,1.412717223
7765,23228.43,559.51,1497.29,755.51,580.91,423.83,354.69,405.09,592.3428571,1837.457143,35,7.188182649,6.326122519,0.47483917,0.921052632,0.714285714,0.690658084
7766,38763.48,599.52,1753.83,1082.79,3102.98,348.05,368.02,433.02,635.1428571,1837.261905,42,8.39886726,6.476090979,0.636753789,0.913043478,0.75,1.55176395
7767,30237.33,544.9,896.9,818.79,789.36,339.69,411.71,435.05,644.5238095,1837.5,42,8.129808171,6.689864847,0.568213715,0.913043478,0.65625,-1.266773964
7768,24066.43,532.37,1443.2,576.71,499.36,315.43,337.36,403.63,657.7,1840.571429,70,16.19149324,5.714610329,0.935646313,0.864197531,0.583333333,0.262922476
7769,25169.9,516.24,694.82,687.04,500.18,408.5,356.34,706.88,1111.04,1836.92,50,10.53743065,6.611698362,0.778657811,0.847457627,0.625,1.248779592
7770,19487.07,1047.92,1380.57,696.61,1712.41,4585.18,387.64,1013.49,1222.084337,1840.048193,83,13.0061051,9.50541506,0.682546088,0.805825243,0.576388889,-0.385154844
7771,17474.59,454.21,1500.12,618.52,2523.76,2856.91,311.29,1215.64,1527.982759,1837.758621,58,10.11141397,7.878052235,0.626868984,0.852941176,0.644444444,1.037504377
7772,18282.83,463.86,1109.07,1192.86,2037.13,299.91,337.22,1239.26,1689.091954,1837.022989,87,15.46046377,7.495774648,0.874605614,0.90625,0.725,-1.52124385
7773,22107.28,867.24,278.28,691.25,689.42,348.71,415.71,1390.08,2319.375,1838.75,72,10.34368665,9.200382351,0.456996692,0.935064935,0.595041322,0.246002428
7774,20160.02,897.58,272.24,629.64,607.4,348.42,401.34,1296.14,2652.794118,1840.988235,170,18.60017383,12.09327234,0.759788891,0.899470899,0.714285714,0.531945974
7775,32530.49,579.71,1622.12,859.61,1008.78,1001.63,398.69,468.88,540.6326531,1839.55102,49,9.539780686,6.828511512,0.698312172,0.859649123,0.556818182,0.065809395
7776,37628.13,1035.67,2951.11,2065.93,6089.93,387.35,383.89,443.48,549.6086957,1838.413043,46,8.527324241,7.053887657,0.561892926,0.92,0.638888889,-1.531892535
7777,24879.93,905.56,273.21,648.88,601.02,360.32,446.62,2476.74,1318.122699,1845.417178,163,19.61060212,11.13580557,0.823134686,0.871657754,0.56993007,-0.170285372
7778,16935.56,416.92,1621.72,536.84,1660.84,1483.36,299.48,415.88,485.52,1838.72,25,6.364588915,5.05877534,0.606830281,0.925925926,0.694444444,-0.897897151
7779,33179.71,535.47,5018.06,619.59,2610.68,4736.79,356.74,397.35,609.3823529,1839.382353,34,6.688315484,6.471657666,0.252463114,0.944444444,0.693877551,-0.785398163
7780,17637.92,663.67,2284.72,1602.1,4062.33,368.1,299.62,703.26,1072.897436,1839.307692,39,8.41348948,5.986466726,0.702653726,0.951219512,0.696428571,-0.998911193
7781,18095.91,1119.91,280.38,671.39,765.34,358.13,412.48,1623.85,1574.213592,1842.281553,103,14.38173681,9.431529605,0.754935482,0.895652174,0.72027972,-0.271717124
7782,13247.93,452.31,547.55,591.69,425.82,336.77,321.71,1264.6,2491.357143,1840.630952,84,14.86731867,7.564328883,0.860891228,0.823529412,0.525,-1.420981028
7783,25295.31,578.97,1330.71,1172.69,1507.74,298.66,359.41,387.91,559.8103448,1840.37931,58,12.36987898,6.473149993,0.852148907,0.828571429,0.604166667,-1.450907678
7784,33809.26,491.08,568.08,871.39,527.39,368.87,373.18,503.34,818.7631579,1840.710526,38,8.597253167,5.845066321,0.733327068,0.904761905,0.603174603,-0.705894364
7785,19132.69,876.24,313.03,690.17,742.63,347.96,405.72,713.37,934.38,1841.46,100,16.53686578,7.850864294,0.88012111,0.917431193,0.617283951,1.379998935
7786,18493.88,815.26,326.01,689.45,696.28,346.21,391.96,697.74,947.6588235,1841.352941,85,13.23856531,8.671261101,0.755628823,0.894736842,0.653846154,1.023496754
7787,23472.75,479.18,453.58,639.63,506.8,298.23,355.98,701.28,1085.15,1840.775,40,8.276076869,6.223869509,0.659127304,0.952380952,0.634920635,-0.294280918
7788,24590.49,1001.22,439.87,668.5,902.09,422.21,403.68,2115.49,2051.073529,1841.661765,68,11.54198725,7.664719717,0.747667924,0.883116883,0.618181818,1.122159082
7789,15706.4,445.73,463.09,685.37,534.77,710.89,421.32,1352.68,2246.84,1842.906667,75,10.87501181,8.909085639,0.573471694,0.9375,0.625,-0.011629212
7790,28293.45,1584.64,483.36,1129.49,1263.97,374.82,438.16,845.91,370.4328358,1843.373134,67,10.88314103,8.031882011,0.674788257,0.930555556,0.558333333,0.469926195
7791,31162.42,738.98,2442.44,1458.05,1999.74,361.56,368.61,452.59,517.7294118,1843.541176,85,13.35545901,8.416240179,0.776455334,0.87628866,0.594405594,-0.353531346
7792,25543.98,576.69,2073.1,1432.33,1821.16,332.22,369.72,400.47,568.0833333,1847.020833,192,18.60051915,13.75630638,0.67308435,0.893023256,0.592592593,-0.744614917
7793,25704.08,487.44,416.81,765.08,492.15,404.5,376.44,507.08,862.4166667,1840.375,48,9.939128104,6.286436835,0.774565428,0.96,0.685714286,-1.407623748
7794,19840.71,730.38,314.96,653.08,669.21,341.58,422.04,667.95,957.6710526,1842.078947,76,11.04994365,9.180318438,0.556567663,0.938271605,0.844444444,-0.05032623
7795,12217.3,782.72,657.68,618.21,838.6,937.98,409.14,663.99,968.8510638,1842.425532,94,14.47993289,8.546159372,0.80725186,0.886792453,0.696296296,1.448802
7796,14712.31,551.6,2256.31,1906.19,3060.06,312.84,347.19,1235.86,1545.728571,1841.471429,70,12.34821706,7.378616709,0.801835296,0.945945946,0.673076923,1.325713822
7797,28612.06,1033.65,2048.39,674.78,799.4,348.88,389.77,1401.73,2378.09375,1846.166667,96,15.35618803,9.207012895,0.80032704,0.842105263,0.545454545,0.102790293
7798,26425.94,1052.83,274.41,612.08,643.61,331.57,386.73,1272.29,2665.456311,1841.563107,103,14.87430391,9.265273312,0.782297755,0.953703704,0.817460317,-1.308258413
7799,22857.71,1025.55,282.31,640.37,672.55,343.95,406.1,1240.36,2678.474359,1842.423077,78,10.34975494,9.987579173,0.262226536,0.896551724,0.644628099,0.180638989
7800,26245.72,1154.79,277.16,685.67,618.67,355.37,408.9,1206.09,2720.011111,1843.822222,90,15.86540897,7.354743715,0.88605977,0.957446809,0.584415584,0.682953259
7801,26770.71,510.68,2168.34,599.85,1141.8,2042.8,365.34,414.68,603.4390244,1843.341463,41,8.259989775,6.506560473,0.616033236,0.911111111,0.569444444,-0.345580574
7802,20023.2,437.04,440.98,558.24,480.28,307.9,350.1,719.02,899.3,1842.1,50,9.210954994,6.925193723,0.659341966,0.943396226,0.793650794,-1.181164691
7803,24954.81,1161.69,281.67,730.01,757.3,379.07,475.35,2371.24,1892.477528,1846.404494,178,17.47100727,14.02256596,0.596491754,0.912820513,0.659259259,0.422203842
7804,19834.82,975.33,771.79,936.82,1370.12,390.84,426.65,1605.94,2151.943396,1845.566038,106,15.14000546,9.898482199,0.75667045,0.861788618,0.642424242,-0.31711523
7805,18775.36,469.07,1705.28,565.91,1928.89,2800.28,319.99,1283.23,2478.391892,1844.202703,74,11.48251267,8.571444044,0.665410003,0.902439024,0.611570248,1.106397968
7806,22729.34,785.64,272.32,610.89,585.37,322.31,376.66,1209.71,2566.620438,1846.605839,137,17.15212607,10.90331627,0.771950145,0.878205128,0.691919192,0.090766146
7807,22245.14,1035.7,281.27,673.41,680.9,369.41,403.21,1201.97,2687.815287,1848.484076,157,19.33007547,12.32426033,0.77039311,0.801020408,0.543252595,0.409682416
