CellID,DNA1,ECAD,CD45,CD4,CD3D,CD8A,CD45R,KI67,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
1,19443.42,1465.13,363.73,750.28,1478.05,316.87,370.9,1802.62,1472.831933,264.210084,119,17.71339303,9.397046758,0.847681694,0.881481481,0.661111111,-1.476128118
2,17647.24,1369.24,284.81,700.48,884.81,312.23,370.18,1789.68,1487.104839,266.9112903,124,15.68153345,10.55770614,0.739408325,0.932330827,0.704545455,-0.311347485
3,21848.09,1242.87,294.96,650.74,990.03,294.77,345.82,1729.53,1466.933333,276.9066667,150,17.34579909,12.60394508,0.687031004,0.806451613,0.520833333,-0.102820244
4,29309.49,1397.63,303.71,768.86,982.97,321.32,400.1,1512.15,1344.244681,275.0851064,94,11.72260275,11.03458721,0.337547111,0.912621359,0.712121212,-0.485350451
5,13940.3,1291.75,285.89,673.81,817.97,292.64,366.31,1525.51,1354.677824,280.6527197,239,24.08629698,14.35096725,0.803122014,0.826989619,0.611253197,-0.189247228
6,24033.48,1110.69,295.3,701.89,919.59,333.87,380.76,1837.04,1488.373494,277.6506024,83,17.70849421,6.709634181,0.925440263,0.805825243,0.461111111,-0.767649228
7,16483.2,533.14,433.41,764.95,478.91,268.57,325.61,1277.32,1325.5,279.2702703,74,13.30358844,7.27137025,0.83741205,0.925,0.711538462,0.144870407
8,24039.79,1061.94,285.99,653,708.78,293.85,383.01,1640.59,1454.47482,287.5539568,278,21.26598763,17.56763808,0.563536943,0.888178914,0.630385488,-0.84053766
9,12677.1,1740.27,276.83,760.9,1033.23,311.33,357.67,1558.13,1362.533333,281.7666667,30,7.22327002,6.239830233,0.503747121,0.810810811,0.535714286,0.951581097
10,27830.22,731.3,296.33,583.38,691.48,281.67,302.27,1324.18,1341.316667,284.2833333,60,11.64768887,6.858750264,0.808241796,0.9375,0.666666667,0.744431412
11,20662.54,1005.75,281.81,650.82,727.64,340.33,373.55,1865.67,1485.886179,288.0731707,123,20.96220691,8.166972403,0.92098222,0.842465753,0.431578947,-0.80041922
12,19161.43,432.92,273.41,466.05,327.98,290.67,296.85,1259.51,1294.885246,286.6557377,61,14.04561642,5.699346562,0.913973427,0.871428571,0.67032967,-0.061287502
13,20840.51,1737.34,555.67,707.98,877.47,366.82,400.68,1987.17,1582.029126,284.3203883,103,14.8085632,10.13798101,0.728916502,0.919642857,0.585227273,1.47551032
14,27680.25,1235.52,303.41,642.51,811.74,292.68,381.73,2017.21,1630.832143,293.3678571,280,27.28846389,14.55760351,0.845818371,0.828402367,0.610021786,0.176815664
15,18343.37,483.76,373.18,563.92,354.74,283.29,311.08,1713.61,1473.289474,286.3157895,38,8.400677144,5.89091349,0.712922633,0.95,0.775510204,-0.747829617
16,23628.99,1064.35,280.88,617.94,778.35,292.48,392.06,1505.2,1363.05,291.625,80,13.57015368,7.560484721,0.830418122,0.888888889,0.634920635,-0.159393597
17,27365.38,1097.32,590.97,678.58,1111.34,1325.68,380.66,1906.26,1577.171053,291.4342105,76,14.32065987,7.068256648,0.869705735,0.894117647,0.493506494,0.603707474
18,30083.04,479.95,381.27,627.98,359.04,282.13,334.04,1286.11,1317.363636,291.0545455,55,9.680435817,7.344660538,0.65142648,0.964912281,0.763888889,-0.689308874
19,21314.88,895.79,299.62,575.26,682.04,273.05,363.21,1637.68,1442.808219,293.8493151,73,13.47005233,7.295365328,0.840637049,0.83908046,0.579365079,0.028888392
20,19440.2,860.43,286.53,577.22,669.98,294.36,340.92,1793.35,1490.491525,294.8559322,118,17.84350153,9.866306917,0.833224004,0.819444444,0.524444444,-0.768507849
21,25584.42,1471.58,760.03,731.75,1605.97,1401.86,395.77,1856.15,1570.050633,295.1518987,79,12.89626348,8.500796395,0.751996241,0.858695652,0.512987013,-0.154496313
22,30948.05,1426.19,294.27,697.85,765.24,290.82,366.37,1467.66,1370.21519,294.4177215,79,14.34821116,7.664722309,0.845362181,0.840425532,0.548611111,-0.557408508
23,21671.22,414.95,405.83,541.33,408.46,258.05,291.1,1676.95,1594.793651,294.3174603,63,11.59464656,7.1381324,0.788027249,0.9,0.75,-0.131952884
24,13940.49,435.81,387.48,553.59,383.92,261.94,299.4,1085.98,1200.717647,293.5411765,85,18.27424476,6.863105756,0.926797409,0.833333333,0.625,1.402262172
25,25397.92,535.56,408.06,998.71,428.27,280.48,361.65,1101.63,1253.604167,293.8958333,48,8.547768499,7.455764981,0.489065704,0.905660377,0.75,-0.71843966
26,21391.5,540.58,480.78,591.68,754.33,419.48,329.1,1325.23,1275.725,292.85,40,9.473480157,5.46655044,0.816717866,0.975609756,0.888888889,-1.519590706
27,22163.95,1173.22,285.62,639.47,697.01,296.06,366.44,1569.7,1401.703704,298.1234568,81,17.25273327,6.722238673,0.9209701,0.801980198,0.771428571,-0.040758833
28,26006.61,1250.79,294.3,652.23,780.14,288.66,372.18,1598.29,1410.937931,297.1310345,145,15.65028791,12.75881261,0.579116786,0.868263473,0.69047619,-0.415300366
29,24935.05,1015.58,283.99,606.4,699.66,286.91,354.68,1647.43,1424.136986,298.6712329,146,16.73385203,12.02864387,0.695195226,0.879518072,0.57254902,1.0442021
30,18794.29,1080.97,279.31,579.64,672.33,275.19,336.57,2072.96,1643.210145,301.5797101,276,30.52574954,12.79750673,0.907877086,0.809384164,0.505494505,-0.579313455
31,23927.88,1076.51,287.37,578.22,611.11,270.21,363.56,1598.16,1435.027397,296.630137,73,11.48165715,8.3942785,0.682266685,0.901234568,0.663636364,0.549854515
32,13286.52,857.9,278.1,589.3,565.23,289.39,310.36,1791.05,1499.442623,295.9016393,61,9.807554658,7.929885815,0.58842923,0.968253968,0.847222222,-0.354593209
33,26651.16,861.52,278.74,553.31,632.06,268.69,346.23,1477.66,1376.5,298.3548387,62,10.35202094,7.778079048,0.659894224,0.925373134,0.563636364,-0.4698557
34,38723.48,522.38,295.71,554.73,379,270.81,310.38,1273.19,1168.020833,297.6041667,48,8.855794623,7.051785545,0.604914345,0.905660377,0.666666667,-0.379179611
35,27496.76,986.03,283.4,619.64,712.49,282.5,377.18,1509.97,1394.166667,300.3777778,90,15.28826443,7.987974467,0.852645045,0.825688073,0.642857143,-0.256634514
36,30362,487.36,315.46,509.81,354.65,268.88,301.44,1090.95,1239.377551,299.2142857,98,16.2532184,8.236375988,0.862090974,0.852173913,0.725925926,-1.44478768
37,16577.23,589.26,292.3,662.02,544.23,267.28,744.34,1115.04,1195.191489,299.1702128,47,10.24149029,5.887051237,0.818277292,0.921568627,0.746031746,1.160445504
38,26624.29,740.06,521.22,1300.69,757.44,314.81,365.88,1293.84,1311.397059,299.9264706,68,10.9643283,8.731170132,0.604868822,0.819277108,0.566666667,-1.035485915
39,29404.58,1248.77,294.44,646.6,739.89,306.81,370.4,2285.76,1553.060714,308.0607143,280,23.31460923,16.96625753,0.685885706,0.823529412,0.676328502,0.185681928
40,21853.94,587.04,823.09,448.91,1867.02,1222.24,308.44,1261.98,1340.555556,300.537037,54,11.66803871,6.140966375,0.850294837,0.870967742,0.613636364,1.244413385
41,35561.05,855.08,1262.48,573.03,4132.64,3700.38,347.59,1795.75,1575.191781,302.7808219,73,10.74751094,8.867962298,0.564960759,0.973333333,0.663636364,-0.470113889
42,29890,819.98,2004.94,2058,2855.41,325.23,344.3,1116.06,1212.242424,301.7272727,66,9.603951876,8.954282107,0.361546929,0.904109589,0.66,0.960148059
43,39576.46,816.64,1010.88,564.86,3799.75,1715.8,389.46,1210.63,1283.576271,302.220339,59,9.914334516,7.760537135,0.622324628,0.967213115,0.819444444,-0.325131329
44,17951.28,768.43,288.25,503.72,583.57,273.52,337.22,1522.98,1385.483333,301.1666667,60,10.10889897,7.901135323,0.623777496,0.895522388,0.681818182,-1.531634537
45,25642.51,1115.93,381.63,653.86,812.3,471.62,358.57,1891,1564.894737,303.8947368,76,11.58501747,8.859200366,0.644372375,0.904761905,0.575757576,0.694226529
46,19382.64,886.89,338.72,551.43,681.34,311.6,337.81,1838.58,1494.228188,306.3221477,149,16.02226671,12.52171666,0.623880597,0.892215569,0.665178571,1.355681055
47,25708.77,496.18,344.47,528.05,454.44,261.04,304.06,1650.39,1469.018519,308.0648148,108,14.45994126,9.82176288,0.733916711,0.931034483,0.701298701,-1.282642672
48,49035.64,513.97,300.06,538.61,622.89,258.31,318.5,1534.64,1428.166667,306.8333333,36,9.49869386,4.853101351,0.85962647,0.9,0.8,1.564130055
49,12926.73,503.73,329.24,775.73,421.54,330.05,346.05,1186.27,1312.891892,309.5675676,37,7.998072037,6.052740266,0.653675555,0.902439024,0.660714286,0.116059485
50,20141.69,1155.16,298.9,664.34,666.63,313.64,374.98,1860.91,1510.085526,310.4868421,152,18.9393031,10.98438328,0.814631982,0.858757062,0.615384615,-1.428099867
51,26098.36,449.89,549.59,543.91,568.65,296.91,340.72,1831.07,1585.72,313.57,100,16.32057743,8.42768962,0.856356979,0.840336134,0.510204082,-0.732734821
52,18119.8,485.64,286.87,444.8,391.84,245.73,291.47,1457.02,1398.511111,310.3555556,45,12.4927377,4.939200582,0.918523775,0.833333333,0.625,1.470698122
53,15384.59,462.45,660.55,614.69,376.45,276.41,330.86,1172.03,1291.551724,311.9310345,29,6.276066159,6.01799181,0.283813164,0.878787879,0.69047619,1.373862021
54,25982.51,554.61,303.18,566.61,515.51,243.86,474.63,1307.2,1325.254902,315.372549,51,12.88852874,5.491352677,0.904692492,0.80952381,0.56043956,0.090853477
55,19277.06,527.34,1259.13,1181.43,2114.51,274.66,323.81,1828.02,1593.811321,313.9811321,53,11.00273772,6.409481258,0.812805525,0.913793103,0.588888889,-0.477864757
56,42101.16,529.31,439.13,596.3,536.36,310.72,364.37,1926.52,1607.626866,314.5522388,67,12.88584392,6.822709744,0.84832663,0.858974359,0.558333333,0.57226709
57,31608.05,520.91,673.02,661.22,542.64,276.33,319.48,1849.73,1132.859375,315.03125,64,10.63225223,7.960727438,0.662870712,0.901408451,0.727272727,-0.146636063
58,25008.05,604.59,305.49,613.73,566.93,268.91,532.74,1282.81,1349.702703,318.9864865,74,18.35984252,5.371260679,0.956248749,0.840909091,0.587301587,0.164057275
59,24894.85,1714.22,303.96,791.41,1033.89,353.44,416.85,2277.07,1768.222222,312.1851852,27,9.194741575,3.930806585,0.904012542,0.9,0.75,-1.569843342
60,20062.56,1531.95,306.94,717.61,996.22,343.87,382.99,2402.55,1783.255319,315.8457447,188,20.03368535,13.60358473,0.734105381,0.903846154,0.671428571,-1.313871748
61,31947.93,920.34,1684.71,613.57,3640.38,1060.55,365.05,1818.87,1497.736842,317.6447368,76,10.77041175,9.166717056,0.525000658,0.904761905,0.767676768,-0.154587421
62,35614.59,531.9,524.9,1380.31,645.03,287.55,322.46,1207.45,1189.009901,317.3267327,101,18.58345105,7.522584348,0.914405169,0.821138211,0.561111111,-1.353139046
63,27409.03,497.82,461.24,664.67,390.85,353.79,312.85,1527.64,1433.878788,315.8484848,33,7.644162193,5.624150027,0.677259242,0.846153846,0.673469388,-0.760720088
64,26178.99,1112.85,298.49,660.54,773.72,323.52,393.61,1929.19,1540.04698,320.4765101,149,15.00969845,12.95035869,0.505546448,0.876470588,0.662222222,-0.128864446
65,29639.94,1357.79,322.68,673.4,913.87,434.76,409.17,2151.14,1768.472414,323.4793103,290,20.76495279,19.00338773,0.403076176,0.826210826,0.630434783,0.76487772
66,24865.76,1023.34,295.95,622.57,679.7,326.62,384.67,1874.71,1514.771739,320.5326087,92,12.89834823,9.292317727,0.693530824,0.948453608,0.643356643,-0.602365861
67,48150.78,1564.56,1302.09,1971.44,2781.62,381.78,331.73,1695.82,1140.777778,318.1777778,45,9.088331703,6.311874343,0.719489732,0.918367347,0.703125,-0.698479542
68,8696.16,918.91,830.45,603.34,1166.5,747.66,362.55,1853.45,1505.772727,319.2272727,44,9.137488799,6.546251285,0.697672447,0.830188679,0.611111111,-0.301897757
69,37268.27,1451.47,1313.64,681.93,2374.81,3311.05,386.08,1935.7,1660.458333,322.3958333,144,21.11483004,9.784699348,0.886147063,0.847058824,0.533333333,-0.46993177
70,36752.92,829.72,1030.25,8860.03,672.03,273.5,321.33,1102.11,1200.777778,318.75,36,8.152240823,5.790390651,0.703917149,0.87804878,0.642857143,-1.098900497
71,32664.62,487.78,654.26,642.33,455.22,382.28,329.02,1626.81,1457.88764,320.2696629,89,17.09795194,7.148674297,0.908400453,0.839622642,0.618055556,-1.463936744
72,18410.82,685.49,277.07,579.3,569.38,308.59,335.41,1921.31,1551.327869,321.5901639,61,10.78338191,7.258671125,0.739519678,0.953125,0.7625,-1.031768927
73,11780.65,609.73,660.7,665.68,668.35,409.92,376.24,1926.22,1580.297297,322,37,7.945350575,6.501387862,0.574843771,0.860465116,0.578125,1.042538995
74,26103.72,523.1,316.23,537.15,580.38,287.74,355.92,1519.56,1411.692308,323.6923077,39,9.251005879,5.510323348,0.803247166,0.906976744,0.65,0.046933995
75,25600.24,1037.4,439.39,608.52,925.19,697.02,381.32,1977.89,1666.718447,330.4029126,206,26.06999615,10.85402759,0.909208202,0.795366795,0.476851852,-0.381132614
76,48780.14,549.61,405.14,765.27,511.24,305.71,354.45,1296.73,1362.795918,323.877551,49,8.629347153,7.343990817,0.525087489,0.890909091,0.604938272,-0.645980835
77,22600.68,445.77,399.39,541.88,568.93,266.83,325.87,1621.63,1384.28,323.84,75,12.46039401,7.884663247,0.77433326,0.882352941,0.694444444,-1.374091774
78,28391.39,907.39,599.78,636.76,960.29,1431.88,375.68,1973.34,1651.609756,323.8292683,41,9.32655958,5.67966495,0.793187495,0.891304348,0.759259259,-0.226845749
79,14839.81,624.38,831.06,522.06,663.38,239.63,287.19,1878.75,1114.3125,322.5625,16,5.283965254,3.931248046,0.668184274,0.941176471,0.8,-0.600731335
80,22484.29,422.49,343.47,551.1,301.98,260.33,288.96,1478.41,1162,324.0816327,49,10.46015967,6.170111355,0.807499833,0.924528302,0.7,-1.211012284
81,26506.66,560.18,512.74,919.39,475.11,395.16,428.63,1925.21,1600.078947,323.9473684,38,7.12764506,6.743417843,0.323893974,0.974358974,0.775510204,-0.982793723
82,16586.03,1419.48,290.57,721.88,967.69,321.24,385.86,2215.71,1690.827586,325.2413793,58,10.54155764,7.202881913,0.73015233,0.920634921,0.725,-0.410528376
83,12755.72,1676.32,281.59,706.12,967.96,310.72,352.13,2233.5,1698.66875,330.4875,160,23.71432027,9.704271692,0.912437684,0.842105263,0.692640693,-0.218359749
84,13579.06,545.33,521.01,788.82,585.45,304.07,335.22,2129.69,1798.044444,327.0814815,135,15.08232927,11.72779036,0.628778054,0.9,0.741758242,0.750863467
85,14460.48,656.16,359.18,480.05,513.98,364.2,307.34,1779.16,1497.613636,326.7954545,44,9.330389485,6.272202665,0.740338971,0.897959184,0.6875,0.759752968
86,22424.23,745.23,324.5,587.58,773.29,326.91,359.27,1916.77,1568.681818,328.1060606,66,10.55946945,8.277437428,0.620902723,0.891891892,0.75,0.097776107
87,25602.31,958.61,284.22,678.03,697.14,302.3,411.55,2040.91,1675.765625,328.640625,64,12.89727764,6.573805366,0.860349309,0.901408451,0.592592593,-0.411031454
88,42879.41,528.11,374.37,610.83,465.43,296.93,355.98,1969.09,1614.434783,327.3043478,46,8.713915956,6.794832456,0.626068631,0.958333333,0.821428571,0.99972116
89,22154.23,841.19,1206.05,1693.19,2331.66,293.22,296.88,1202.2,1288.701613,330.7258065,124,14.94712305,10.69916679,0.698304244,0.939393939,0.794871795,0.604584125
90,28593.9,1435.44,302.33,742.59,1034.29,342.33,401.61,1429.34,1227.080402,334.4723618,199,16.73944836,15.74982935,0.338737205,0.904545455,0.690972222,1.539662172
91,33035.51,607.05,553.79,970.09,509.63,319.02,397.28,1768.02,1476,329.255814,43,7.870267513,7.000845435,0.456875189,0.955555556,0.682539683,-1.454637826
92,24254.77,416.88,299.62,466.68,439.46,272.15,307.69,1926.31,1627.202703,331.6081081,74,11.99261249,8.245088374,0.726171171,0.936708861,0.672727273,0.580620212
93,18653.88,788.23,287.04,514.26,559.56,263.63,315.75,1372.99,1195.775,332.0125,80,12.54662537,8.646946962,0.724585351,0.85106383,0.559440559,-1.321579233
94,19771.29,501.14,461.05,609.04,418.84,267.04,314.53,1797.86,1556.298701,332.5454545,77,11.28052059,9.034760662,0.598775389,0.855555556,0.641666667,-1.401110647
95,26011.24,1233,306.01,629.61,902.71,305.28,354.89,1867.66,1757,333.9078947,76,13.44641427,7.671224344,0.821295277,0.863636364,0.603174603,0.274196639
96,34225.68,586.17,406.23,758.98,449.21,324.6,346.85,1880.45,1125.765957,332.3617021,47,9.550198925,6.320734968,0.749642231,0.921568627,0.746031746,1.290867531
97,29234.21,428.52,317.78,486.7,404.57,288.37,337.52,1252.54,1329.301587,333.952381,63,10.74772428,7.564197601,0.710402848,0.954545455,0.715909091,-0.356630782
98,32968.56,1063.34,281.84,674.7,837.06,312.74,413.14,3408.19,1242.914063,334.796875,128,15.3217615,10.83237298,0.70722088,0.927536232,0.727272727,1.431935535
99,29374.47,1388.69,278.26,732.55,968.15,314.28,383.41,1466.35,1213.425532,336.4468085,94,12.24211581,10.13718702,0.56064183,0.886792453,0.783333333,-0.523851206
100,36126.14,574.4,712.47,807.48,1715.52,272.19,331.59,1657.59,1456.293103,334.0172414,58,10.4108623,7.087639645,0.73247609,0.983050847,0.828571429,1.418016984
101,14949.21,621.35,500.86,674.49,732.37,354.98,329.88,2021.89,1818.526316,335.5789474,57,10.76805028,6.847310296,0.771778569,0.919354839,0.647727273,0.194384341
102,42002.94,596.96,351.96,741.5,637.13,312,345.13,1832.58,1137.666667,336.3541667,48,9.169543344,6.718240293,0.680585126,0.979591837,0.666666667,-0.758370946
103,29035.16,503.62,302.51,552.49,553.62,284.49,310.41,1715.78,1493.810811,336.2162162,37,7.496500729,6.575603512,0.480204819,0.860465116,0.660714286,-1.183199109
104,42004.47,1212.31,308.33,717.81,750.3,316.46,428.51,2170.69,1676.219653,342.2023121,173,17.3950498,13.63383118,0.621042998,0.827751196,0.636029412,0.467040111
105,38283.2,594.6,359.85,836.97,533.03,384.57,414.45,2169.75,1799.1,339.15,60,11.21680965,6.874822272,0.790157743,0.923076923,0.606060606,-0.578862496
106,32943.58,1536.15,289.57,812.8,1010.42,320.04,414.26,1743.24,1202.013889,340.8819444,144,15.67120458,13.40267552,0.518228497,0.832369942,0.564705882,1.174825479
107,28374.13,1277.27,300.78,703.44,882.19,319.54,401.68,1539.9,1256.181287,342.2982456,171,17.62710599,13.90495546,0.614599401,0.850746269,0.529411765,0.222305415
108,20474.17,573.5,299.62,627.4,634.55,290.91,420.05,1221.62,1314.982759,338.2068966,58,15.09829041,5.360156883,0.934859666,0.84057971,0.483333333,1.265213318
109,16677.22,639.98,1282.98,496.98,1759.27,2180.83,303.12,1664,1531.560976,337.8292683,41,8.774297369,6.012018365,0.728368927,0.976190476,0.759259259,-1.464191719
110,35051.17,1256.7,949.57,677.6,1820.35,1562.94,383.82,1627.94,1416,341.6972477,109,13.53743302,10.86724676,0.59630852,0.908333333,0.698717949,0.852035823
111,32819.32,1123.61,296.23,683.5,727.6,321.57,362.89,1650.72,1428.308511,341.6914894,94,12.47365437,10.23970635,0.571062345,0.87037037,0.602564103,-1.033647457
112,27927.99,1112.33,301.24,630.17,753.8,324.14,377.46,1797.87,1752.59276,346.60181,221,23.03323907,12.82068651,0.830769403,0.891129032,0.64057971,0.164106818
113,20317.9,1079.18,301.66,641,726.98,334.57,357.66,1693.48,1381.213115,342.7213115,61,9.661893831,8.299106327,0.512055539,0.897058824,0.61,0.994902737
114,30184.95,1180.88,296.75,690.59,844.38,322.56,379.05,1738.93,1392.776786,346.21875,224,23.55935826,12.60530918,0.844823766,0.881889764,0.62745098,-0.88693661
115,29074.13,1165.33,503.42,683.93,1084.97,993.15,413.82,1609.25,1405.472222,343.6388889,72,11.91875159,8.073284856,0.73565176,0.888888889,0.727272727,-0.517419189
116,22838.36,564.21,557.11,681.3,514.62,344.06,320.15,1651.08,1539.886792,340.7735849,53,10.51296813,6.558830912,0.781520124,0.946428571,0.757142857,-1.423984928
117,30125.11,462.41,387.76,530.09,341.19,270.09,303.04,1904.48,1643.555556,341.3333333,54,10.05649286,6.928401968,0.724810645,0.931034483,0.75,0.907436638
118,32813.35,779.52,303.15,634.62,760.21,315.88,342.33,2073.23,1110.557692,342.1346154,52,10.78801508,6.436565967,0.802508689,0.852459016,0.742857143,-1.421181194
119,27344.5,1334.76,295.51,704.89,957.03,328.56,372.54,1701.76,1441.252688,346.2526882,186,17.5931595,14.42842446,0.572197879,0.834080717,0.611842105,1.397472524
120,23517.33,1077.32,295.8,646.93,791.79,312.56,375.05,1994.03,1764.714286,345.0816327,98,12.83407376,9.917842604,0.634680906,0.933333333,0.685314685,0.687143567
121,29591.71,1008.78,298,621.31,751.02,295.72,375.57,2297.31,1722.775862,345.1034483,58,10.30393734,7.364316394,0.699421972,0.920634921,0.585858586,-0.309725539
122,25991.19,1362.65,289.39,705.88,870.14,315.28,387.86,2127.73,1189.630769,347.3692308,195,21.85981781,11.75131711,0.843215193,0.874439462,0.605590062,1.490861891
123,28051.4,462.86,284.47,484.39,460.84,250.39,295.44,1319.26,1297.634783,347.2782609,115,15.27195259,10.05997783,0.752386039,0.905511811,0.631868132,0.741909128
124,26761.66,1464.22,292.52,768.1,1053.61,386.71,396.49,2035.35,1573.303704,353.9962963,270,30.56153582,12.26066642,0.915999391,0.810810811,0.490018149,0.477443455
125,36012.73,973.22,283.29,623.17,702.81,303.17,375.84,2297.83,1689.777778,346.4285714,63,13.10565357,6.334981694,0.87541186,0.875,0.477272727,-0.738501592
126,36076.39,525.6,313.03,811.6,450.42,369,385.08,1162.85,1314.645161,347.1612903,62,11.17096145,7.202471323,0.764393968,0.898550725,0.645833333,-0.160044893
127,19474.1,1378.18,2109.35,605.34,3342.33,7419.45,359.47,2031.04,1589.12,348.07,100,11.73447236,11.45745864,0.216000882,0.892857143,0.641025641,0.325311961
128,27603.49,1419.72,357.68,753.19,1065.24,666.59,402.5,1421.64,1266.74269,350.3391813,171,16.1067157,14.21106517,0.470674695,0.876923077,0.7125,-1.187421884
129,24691.39,444.72,283.67,470.42,500.08,255.28,295.14,1273.44,1338.166667,346.1111111,36,7.902792461,5.889114855,0.666847547,0.923076923,0.75,-0.34042514
130,22531.6,1270.03,355.23,691.06,2181.38,667.23,370.03,2109.08,1601.461538,346.9358974,78,12.32374507,8.297975986,0.739339957,0.906976744,0.722222222,-1.421076401
131,31882.68,1153.56,306.17,633.46,782.01,304.74,390.64,2153,1730.958333,348.7638889,72,12.93644879,7.524455361,0.813440829,0.857142857,0.553846154,0.395872203
132,17021.76,436.37,340.07,557.43,396.13,272.84,310.57,2106.09,1791.191176,347.6470588,68,11.37637529,7.669664925,0.738571873,0.931506849,0.68,-0.740318933
133,31043.21,1267.33,328.09,737.43,845.82,321.87,392.09,1766.24,1455.161458,351.7864583,192,17.30824632,16.12796457,0.362951258,0.838427948,0.664359862,-1.321134377
134,30880.58,1003.56,339.47,608.7,813.06,404.87,396.64,2371.45,1706.571429,349.7922078,77,13.84768769,7.27486198,0.850887156,0.885057471,0.658119658,-0.315075524
135,39086.21,1320.18,310.56,774.09,912.47,330.38,431.38,2365.74,1714.117647,347,34,7.857317463,5.914582442,0.658308424,0.971428571,0.607142857,-0.502589022
136,18477.36,2485.13,532.49,944.81,1456.96,380.6,406.79,1923.74,1091.042553,347.8510638,47,8.887732316,6.997482097,0.616545629,0.921568627,0.671428571,1.533372417
137,23756.03,1097.56,293.31,678.24,772.18,327.23,371.78,1632.23,1373.104575,349.9803922,153,19.38541,10.40732116,0.84366905,0.854748603,0.6375,1.368549737
138,25071.29,1322,291.48,693.85,832.98,324.79,365.46,1900.62,1556.433884,354.4297521,242,19.84354292,16.45436308,0.558944746,0.876811594,0.606516291,-0.607580192
139,31639.83,1951.88,290.9,951.62,1367.52,379.03,460.52,2019.29,1108.333333,349.1449275,69,12.9186884,7.047007532,0.838117724,0.884615385,0.663461538,-1.349344691
140,47400.57,627,950.62,584.26,3593.57,2121.13,338.21,1749,1482.191489,349.6382979,47,9.359004214,6.466390092,0.722924391,0.921568627,0.746031746,0.612513184
141,25295.78,1218.74,319.06,725.11,1002.94,345.95,394.7,2127.11,1609.587413,354.4965035,143,18.16809902,10.39804815,0.820027237,0.89375,0.684210526,-0.14661809
142,27082.08,959.99,505.75,596.87,953.4,651.72,385.38,1913.53,1741.396226,354.245283,159,16.0818629,12.9376743,0.59396818,0.908571429,0.668067227,0.027085549
143,24871.43,2730.72,307.03,1019.23,1546.28,410.53,428.32,1946.19,1098.453333,352.2933333,75,11.01136663,9.118748963,0.560548709,0.842696629,0.619834711,0.067548656
144,39180.58,516.74,364.29,804.13,469.53,327,345.95,1705.63,1502.289474,350.2631579,38,7.523851433,6.447827937,0.515341327,0.95,0.678571429,0.174511438
145,15173.49,445.07,308.56,480.6,449.74,312.58,296.6,1785.02,1533.355556,351.6,90,20.362864,5.960420233,0.956201168,0.833333333,0.526315789,-1.230353288
146,39704.08,456.25,296.65,520.28,352.59,310.65,314.73,1942.43,1816.783505,350.9793814,97,16.37280372,7.697860113,0.882580461,0.866071429,0.673611111,-1.399665629
147,20150.65,1276.4,291.86,735.84,934.36,299.7,362.51,1911.36,1080.677686,354.0165289,121,17.54957374,9.251247381,0.849772619,0.870503597,0.517094017,-1.124972599
148,40754.02,1589.37,287.24,819.1,845.47,322.51,433.18,1970.43,1117.54902,351.1372549,51,9.117776511,7.209525824,0.612189658,0.962264151,0.708333333,-0.920913863
149,26577.33,1136.32,308.28,678.54,812.04,407.5,397.11,1968.6,1176.812081,355.6644295,149,15.28092299,12.69753219,0.556361838,0.914110429,0.584313725,-1.061876909
150,29012.81,1066.68,281.05,638.24,718.88,320.83,371.43,1512.14,1358.218182,354.9454545,110,16.08559859,9.021624937,0.827916719,0.93220339,0.666666667,-0.398055492
151,29096.25,906.79,354.64,600.74,810.48,417.12,390.08,2332.86,1718.121212,355.1313131,99,13.6418553,10.23634481,0.661025885,0.876106195,0.61875,0.286573404
152,26669.53,427.74,300.31,503.15,420.82,287.89,296.65,1764.39,1512.129032,352.3870968,62,12.94894551,6.699755586,0.855745022,0.861111111,0.645833333,-1.266283127
153,25006.78,1389.07,405.1,730.58,2011.71,647.22,383.51,2085.29,1593.870748,357.4489796,147,18.25973607,12.04813044,0.751424108,0.794594595,0.544444444,-1.059081654
154,30699.64,1197.72,309.61,759.46,974.09,350.36,405.01,2220.73,1622.525424,357.9265537,177,17.72729686,14.08196228,0.607439399,0.830985915,0.612456747,0.912302479
155,28849.93,950.11,305.99,584.54,804.4,313.11,407.61,2223.33,1727.291667,358.7583333,120,17.27043313,10.17037777,0.808213515,0.845070423,0.555555556,-0.026388347
156,10024.32,498.68,632.35,777.24,476.57,302.11,328.73,1792.86,1497.297297,356.0810811,37,8.888080347,5.572274053,0.779069267,0.902439024,0.513888889,-0.605556364
157,38525.22,1586.37,328.89,749.13,1032.24,427.63,430.43,2035.43,1582.804348,357.2826087,46,11.67435156,5.098339882,0.899600937,0.884615385,0.638888889,0.119529704
158,27532.98,910.97,953.44,676.09,1194.53,1752.76,399.8,2424.47,1704.385057,362.9022989,174,21.91095511,11.3605973,0.855084074,0.828571429,0.517857143,-0.527005643
159,17750.71,570.31,508.31,770.98,572.06,308.37,347.78,1194.88,1311.22449,357.5306122,49,10.092326,6.332388305,0.77866018,0.907407407,0.7,-0.40765645
160,31741.22,1145.97,299.61,745.21,924.71,324.77,391.94,1806.32,1468.478261,360.8,115,15.64845939,10.08528333,0.764612322,0.845588235,0.638888889,0.319698691
